tweet_id,timestamp,text,rating_numerator,rating_denominator,name,retweet_count,favorite_count,dog_stage,shortened_url,main_urls,additional_urls,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
889665388333682689,2017-07-25 01:55:32+00:00,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 ,13.0,10,None,8360,42095,puppo,https://t.co/BxvuXk0UCm,https://twitter.com/dog_rates/status/889665388333682689/photo/1,None,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1.0,Pembroke,0.966327,True,Cardigan,0.027356,True,Pembroke,0.004633,True
889638837579907072,2017-07-25 00:10:02+00:00,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist ,12.0,10,Ted,3720,23709,,https://t.co/f8dEDcrKSR,https://twitter.com/dog_rates/status/889638837579907072/photo/1,None,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1.0,French_bulldog,0.99165,True,Boxer,0.002129,True,French_bulldog,0.001498,True
889531135344209921,2017-07-24 17:02:04+00:00,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek ,13.0,10,Stuart,1885,13358,puppo,https://t.co/y70o6h3isq,https://twitter.com/dog_rates/status/889531135344209921/photo/1,None,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1.0,Golden_retriever,0.953442,True,Labrador_retriever,0.013834,True,Golden_retriever,0.007958,True
889278841981685760,2017-07-24 00:19:32+00:00,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek ,13.0,10,Oliver,4449,22150,,https://t.co/WpHvrQedPb,https://twitter.com/dog_rates/status/889278841981685760/video/1,None,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1.0,Whippet,0.626152,True,Borzoi,0.194742,True,Whippet,0.027351,True
888917238123831296,2017-07-23 00:22:39+00:00,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both ,12.0,10,Jim,3769,25664,,https://t.co/chxruIOUJN,https://twitter.com/dog_rates/status/888917238123831296/photo/1,None,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1.0,Golden_retriever,0.714719,True,Tibetan_mastiff,0.120184,True,Golden_retriever,0.105506,True
888804989199671297,2017-07-22 16:56:37+00:00,is is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best ,13.0,10,Zeke,3544,22491,,https://t.co/HTQ77yNQ5K,https://twitter.com/dog_rates/status/888804989199671297/photo/1,None,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1.0,Golden_retriever,0.46976,True,Labrador_retriever,0.184172,True,Golden_retriever,0.073482,True
888554962724278272,2017-07-22 00:23:06+00:00, is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af ,13.0,10,Ralphus,2882,17340,,https://t.co/YnYAFCTTiK,https://twitter.com/dog_rates/status/888554962724278272/photo/1,None,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3.0,Siberian_husky,0.700377,True,Eskimo_dog,0.166511,True,Siberian_husky,0.111411,True
888078434458587136,2017-07-20 16:49:33+00:00,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway ,12.0,10,Gerald,2901,19168,,https://t.co/DK7iDPfuRX,https://twitter.com/dog_rates/status/888078434458587136/photo/1,None,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1.0,French_bulldog,0.995026,True,Pug,0.000932,True,French_bulldog,0.000903,True
887705289381826560,2017-07-19 16:06:48+00:00,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic ,13.0,10,Jeffrey,4542,26652,,https://t.co/PhrUk20Q64,https://twitter.com/dog_rates/status/887705289381826560/photo/1,None,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1.0,Basset,0.821664,True,Redbone,0.087582,True,Basset,0.026236,True
887517139158093824,2017-07-19 03:39:09+00:00,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) ,14.0,10,None,9863,40764,,https://t.co/20VrLAA8ba,https://twitter.com/dog_rates/status/887517139158093824/video/1,None,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1.0,Limousine,0.130432,False,Tow_truck,0.029175,False,Limousine,0.026321,False
887473957103951883,2017-07-19 00:47:34+00:00,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her ,13.0,10,Canela,15048,60242,,https://t.co/cLyzpcUcMX,https://twitter.com/dog_rates/status/887473957103951883/photo/1,None,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2.0,Pembroke,0.809197,True,Rhodesian_ridgeback,0.05495,True,Pembroke,0.038915,True
887343217045368832,2017-07-18 16:08:03+00:00,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) ,13.0,10,None,8819,29617,,https://t.co/WZqNqygEyV,https://twitter.com/dog_rates/status/887343217045368832/video/1,None,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1.0,Mexican_hairless,0.330741,True,Sea_lion,0.275645,False,Mexican_hairless,0.134203,True
887101392804085760,2017-07-18 00:07:08+00:00,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof ,12.0,10,None,4998,27007,,https://t.co/4Ad1jzJSdp,https://twitter.com/dog_rates/status/887101392804085760/photo/1,None,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1.0,Samoyed,0.733942,True,Eskimo_dog,0.03503,True,Samoyed,0.029705,True
886983233522544640,2017-07-17 16:17:36+00:00, is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in ,13.0,10,Maya,6326,30414,,https://t.co/I6oNy0CgiT,https://twitter.com/dog_rates/status/886983233522544640/photo/1,None,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2.0,Chihuahua,0.793469,True,Toy_terrier,0.143528,True,Chihuahua,0.032253,False
886736880519319552,2017-07-16 23:58:41+00:00,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

",13.0,10,Mingus,2635,10505,,https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b,https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1.0,Kuvasz,0.309706,True,Great_pyrenees,0.186136,True,Kuvasz,0.086346,True
886680336477933568,2017-07-16 20:14:00+00:00,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal ,13.0,10,Derek,3742,19761,,https://t.co/BCoWue0abA,https://twitter.com/dog_rates/status/886680336477933568/photo/1,None,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1.0,Convertible,0.738995,False,Sports_car,0.139952,False,Convertible,0.044173,False
886366144734445568,2017-07-15 23:25:31+00:00,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe ,12.0,10,Roscoe,2634,18562,pupper,https://t.co/RGE08MIJox,https://twitter.com/dog_rates/status/886366144734445568/photo/1,None,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1.0,French_bulldog,0.999201,True,Chihuahua,0.000361,True,French_bulldog,7.6e-05,True
886267009285017600,2017-07-15 16:51:35+00:00,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme cautio,12.0,10,None,4,105,,,Not found,None,,,,,,,,,,,
886258384151887873,2017-07-15 16:17:19+00:00,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles ,13.0,10,Waffles,5298,24553,,https://t.co/xZDA9Qsq1O,https://twitter.com/dog_rates/status/886258384151887873/photo/1,None,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1.0,Pug,0.943575,True,Shower_cap,0.025286,False,Pug,0.002849,False
885984800019947520,2017-07-14 22:10:11+00:00,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution ,12.0,10,Jimbo,5621,28636,,https://t.co/BuveP0uMF1,https://twitter.com/dog_rates/status/885984800019947520/photo/1,None,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1.0,Blenheim_spaniel,0.972494,True,Shih-tzu,0.00663,True,Blenheim_spaniel,0.006239,True
885528943205470208,2017-07-13 15:58:47+00:00,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly ,13.0,10,Maisey,5336,31626,,https://t.co/tp1kQ8i9JF,https://twitter.com/dog_rates/status/885528943205470208/photo/1,None,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1.0,Pug,0.369275,True,Labrador_retriever,0.265835,True,Pug,0.134697,True
885518971528720385,2017-07-13 15:19:09+00:00,I have a new hero and his name is Howard. 14/10 ,14.0,10,None,3110,18028,,https://t.co/gzLHboL7Sk,https://twitter.com/4bonds2carbon/status/885517367337512960,None,,,,,,,,,,,
885167619883638784,2017-07-12 16:03:00+00:00,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 ,13.0,10,None,3672,19274,,https://t.co/44ItaMubBf,https://twitter.com/dog_rates/status/885167619883638784/photo/1,None,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4.0,Malamute,0.812482,True,Siberian_husky,0.071712,True,Malamute,0.05577,True
884925521741709313,2017-07-12 00:01:00+00:00,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl ",12.0,10,Earl,15046,67373,,https://t.co/MYJvdlNRVa,https://twitter.com/dog_rates/status/884925521741709313/photo/1,None,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1.0,Italian_greyhound,0.259916,True,American_staffordshire_terrier,0.198451,True,Italian_greyhound,0.127725,True
884876753390489601,2017-07-11 20:47:12+00:00,is is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola ,13.0,10,Lola,4677,24415,,https://t.co/74TKAUsLkO,https://twitter.com/dog_rates/status/884876753390489601/photo/1,None,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1.0,Chow,0.822103,True,Norwich_terrier,0.106075,True,Chow,0.037348,True
884562892145688576,2017-07-11 00:00:02+00:00,This is Kevin. He's just so happy. 13/10 what is your secret Kevin ,13.0,10,Kevin,3918,21347,,https://t.co/1r4MFCbCX5,https://twitter.com/dog_rates/status/884562892145688576/photo/1,None,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1.0,Pug,0.546406,True,French_bulldog,0.404291,True,Pug,0.044002,True
884441805382717440,2017-07-10 15:58:53+00:00,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) ",14.0,10,None,4796,23887,,https://t.co/vvBOcC2VdC,https://twitter.com/dog_rates/status/884441805382717440/photo/1,None,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1.0,Pembroke,0.993225,True,Cardigan,0.003216,True,Pembroke,0.002081,True
884247878851493888,2017-07-10 03:08:17+00:00,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE ,13.0,10,None,16939,63381,,https://t.co/uF3pQ8Wubj,https://twitter.com/kaijohnson_19/status/883965650754039809,None,,,,,,,,,,,
884162670584377345,2017-07-09 21:29:42+00:00,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo ,12.0,10,Yogi,2509,17960,doggo,https://t.co/YSI00BzTBZ,https://twitter.com/dog_rates/status/884162670584377345/photo/1,None,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1.0,German_shepherd,0.707046,True,Malinois,0.199396,True,German_shepherd,0.049148,True
883838122936631299,2017-07-09 00:00:04+00:00,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy ,12.0,10,Noah,2867,19197,,https://t.co/V85xujjDDY,https://twitter.com/dog_rates/status/883838122936631299/photo/1,None,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1.0,Doberman,0.610946,True,Miniature_pinscher,0.299603,True,Doberman,0.06302,True
883482846933004288,2017-07-08 00:28:19+00:00,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 ",5.0,10,Bella,8279,40251,,https://t.co/qjrljjt948,https://twitter.com/dog_rates/status/883482846933004288/photo/1,None,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1.0,Golden_retriever,0.943082,True,Labrador_retriever,0.032409,True,Golden_retriever,0.005501,True
883360690899218434,2017-07-07 16:22:55+00:00,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck ,13.0,10,Grizzwald,3086,19967,floofer,https://t.co/rf661IFEYP,https://twitter.com/dog_rates/status/883360690899218434/photo/1,None,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1.0,Chow,0.987997,True,Tibetan_mastiff,0.007099,True,Chow,0.00214,True
883117836046086144,2017-07-07 00:17:54+00:00,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat ",13.0,10,None,5543,32542,,https://t.co/Se5fZ9wp5E,https://twitter.com/dog_rates/status/883117836046086144/photo/1,None,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2.0,Golden_retriever,0.949562,True,Labrador_retriever,0.045948,True,Golden_retriever,0.002471,True
882992080364220416,2017-07-06 15:58:11+00:00,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy ,13.0,10,Rusty,3250,21002,,https://t.co/tyER0KpdXj,https://twitter.com/dog_rates/status/882992080364220416/photo/1,None,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1.0,Eskimo_dog,0.466778,True,Siberian_husky,0.406044,True,Eskimo_dog,0.073414,False
882762694511734784,2017-07-06 00:46:41+00:00,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl ,12.0,10,Gus,4106,24827,pupper,https://t.co/D43I96SlVu,https://twitter.com/dog_rates/status/882762694511734784/photo/1,None,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1.0,Labrador_retriever,0.85005,True,Chesapeake_bay_retriever,0.074257,True,Labrador_retriever,0.015579,True
882627270321602560,2017-07-05 15:48:34+00:00,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) ,13.0,10,Stanley,5072,24621,,https://t.co/Nx52PGwH94,https://twitter.com/dog_rates/status/882627270321602560/photo/1,None,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1.0,Pembroke,0.542982,True,Chihuahua,0.251988,True,Pembroke,0.107699,True
882268110199369728,2017-07-04 16:01:23+00:00,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 ,13.0,10,Alfy,9649,39237,,https://t.co/fYP5RlutfA,https://twitter.com/dog_rates/status/882268110199369728/photo/1,None,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1.0,Golden_retriever,0.762211,True,Labrador_retriever,0.098985,True,Golden_retriever,0.0172,True
882045870035918850,2017-07-04 01:18:17+00:00,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko ",13.0,10,Koko,4089,25755,,https://t.co/zeDpnsKX7w,https://twitter.com/dog_rates/status/882045870035918850/photo/1,None,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1.0,Web_site,0.949591,False,Dhole,0.017326,False,Web_site,0.006941,True
881906580714921986,2017-07-03 16:04:48+00:00,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable ,12.0,10,Rey,2858,21461,,https://t.co/503CgWbhxQ,https://twitter.com/dog_rates/status/881906580714921986/photo/1,None,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1.0,Weimaraner,0.291539,True,Chesapeake_bay_retriever,0.278966,True,Weimaraner,0.127017,False
881666595344535552,2017-07-03 00:11:11+00:00,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely ,13.0,10,Gary,8969,44590,,https://t.co/7CSWCl8I6s,https://twitter.com/dog_rates/status/881666595344535552/photo/1,None,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1.0,Saluki,0.529012,True,Afghan_hound,0.250003,True,Saluki,0.160739,True
881633300179243008,2017-07-02 21:58:53+00:00,@roushfenway These are good dogs but 17/10 is an emotional impulse rating. More like 13/10s,17.0,10,None,8,113,,,Not found,None,,,,,,,,,,,
881536004380872706,2017-07-02 15:32:16+00:00,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) ",14.0,10,None,13419,43494,pupper,https://t.co/ghXBIIeQZF,https://twitter.com/dog_rates/status/881536004380872706/video/1,None,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1.0,Samoyed,0.281463,True,Angora,0.272066,False,Samoyed,0.114854,False
881268444196462592,2017-07-01 21:49:04+00:00,eet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet ,12.0,10,Elliot,4497,20503,,https://t.co/cgwJwowTMC,https://twitter.com/dog_rates/status/881268444196462592/photo/1,None,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1.0,Tusker,0.473303,False,Indian_elephant,0.245646,False,Tusker,0.055661,False
880935762899988482,2017-06-30 23:47:07+00:00,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking ,13.0,10,Louis,2336,15066,,https://t.co/D0wb1GlKAt,https://twitter.com/dog_rates/status/880935762899988482/photo/1,None,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1.0,Street_sign,0.251801,False,Umbrella,0.115123,False,Street_sign,0.069534,False
880872448815771648,2017-06-30 19:35:32+00:00,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 ,12.0,10,None,3205,18724,,https://t.co/WiAMbTkDPf,https://twitter.com/dog_rates/status/880872448815771648/photo/1,None,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1.0,Pembroke,0.791416,True,Norwich_terrier,0.061393,True,Pembroke,0.033726,True
880465832366813184,2017-06-29 16:39:47+00:00,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop ,12.0,10,Bella,5221,25041,,https://t.co/4VsFysDmiw,https://twitter.com/dog_rates/status/880465832366813184/photo/1,None,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1.0,Golden_retriever,0.913255,True,Labrador_retriever,0.026329,True,Golden_retriever,0.009371,True
880221127280381952,2017-06-29 00:27:25+00:00,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well ,12.0,10,Jesse,3474,23687,,https://t.co/fUod0tVmvK,https://twitter.com/dog_rates/status/880221127280381952/photo/1,None,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1.0,Chihuahua,0.238525,True,Meerkat,0.104256,False,Chihuahua,0.05258,True
880095782870896641,2017-06-28 16:09:20+00:00,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 ,11.0,10,None,3658,24360,,https://t.co/HauE8M3Bu4,https://twitter.com/dog_rates/status/880095782870896641/photo/1,None,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1.0,Miniature_pinscher,0.120298,True,Rhodesian_ridgeback,0.106395,True,Miniature_pinscher,0.106073,True
879862464715927552,2017-06-28 00:42:13+00:00,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 ,13.0,10,Romeo,2935,19727,,https://t.co/Qh5aEkRQm9,https://twitter.com/dog_rates/status/879862464715927552/photo/1,None,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3.0,Basset,0.813507,True,Beagle,0.146654,True,Basset,0.009485,True
879674319642796034,2017-06-27 12:14:36+00:00,@RealKentMurphy 14/10 confirmed,14.0,10,None,9,282,,,Not found,None,,,,,,,,,,,
879492040517615616,2017-06-27 00:10:17+00:00,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 ,12.0,10,Bailey,2630,20719,,https://t.co/IxM9IMKQq8,https://twitter.com/dog_rates/status/879492040517615616/photo/1,None,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1.0,German_short-haired_pointer,0.479896,True,Vizsla,0.124353,True,German_short-haired_pointer,0.07332,False
879415818425184262,2017-06-26 19:07:24+00:00,is is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) ,13.0,10,Duddles,37496,92961,,https://t.co/UDT7ZkcTgY,https://twitter.com/dog_rates/status/879415818425184262/video/1,None,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1.0,English_springer,0.383404,True,Boston_bull,0.134967,True,English_springer,0.110481,True
879376492567855104,2017-06-26 16:31:08+00:00,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by ,12.0,10,Jack,2655,14873,,https://t.co/0gOi601EAa,https://twitter.com/dog_rates/status/879376492567855104/photo/1,None,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1.0,Tricycle,0.663601,False,Labrador_retriever,0.033496,True,Tricycle,0.018827,True
